,TRAVELER_ID,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER
161,d007395,남,20,1,5,1,5,1,4,5,2,6,1
162,d003374,남,30,4,4,4,4,4,4,4,4,4,3
163,d011147,여,20,4,1,1,1,1,1,1,7,1,0
164,d005620,남,20,2,7,2,2,3,2,1,2,3,1
165,d003395,여,30,2,2,3,3,2,2,2,2,7,1
166,c000637,여,50,2,2,7,1,2,2,6,1,7,1
167,d006122,남,20,1,5,2,3,3,3,4,3,5,1
168,d002997,여,30,4,3,6,4,4,5,4,3,4,3
169,b004798,여,40,3,4,2,1,3,5,6,2,7,1
170,d003313,남,30,4,1,1,3,2,4,2,3,6,2
171,d009818,여,20,2,3,5,3,5,5,5,5,5,3
172,d001724,여,30,5,3,3,3,3,3,3,3,3,3
173,d001639,남,30,6,2,4,5,2,2,2,2,3,2
174,d007081,여,30,1,2,3,2,1,6,3,5,7,1
175,b003032,여,30,9,2,2,2,2,3,6,6,6,2
176,d003619,남,30,5,4,1,1,3,4,2,6,5,0
177,d008008,여,20,8,1,2,6,5,2,2,3,5,2
178,d002972,여,30,1,4,2,4,2,2,2,2,7,1
179,d005348,여,30,5,1,1,1,4,6,1,7,7,0
180,d003681,여,20,4,4,1,2,6,4,4,5,1,0
181,d006973,여,40,5,4,3,3,1,1,3,1,6,2
182,c003762,여,50,3,4,4,4,4,4,4,4,4,3
183,d010480,여,30,4,1,1,2,3,1,2,2,5,0
184,d012376,남,40,5,3,4,2,2,2,2,2,6,2
185,d006341,여,30,1,4,1,1,1,1,4,4,4,1
186,b000278,여,30,5,3,5,5,6,3,5,6,4,3
187,d000276,여,20,6,5,1,4,1,2,7,4,2,1
188,d004371,여,30,3,4,4,2,3,4,4,6,2,3
189,d000148,여,50,4,2,1,2,4,2,3,2,2,2
190,b004963,여,30,5,2,2,1,3,7,3,6,2,0
191,c002578,여,20,4,3,2,2,3,6,4,2,7,1
192,d000914,여,20,4,2,1,4,3,2,4,3,7,1
193,d012422,여,30,5,3,4,2,2,2,3,5,6,1
194,d003720,남,40,11,1,1,1,1,7,7,1,7,2
195,d003157,여,20,3,1,7,1,7,1,1,7,7,0
196,d009139,남,20,4,5,4,5,2,6,1,4,7,3
197,d002624,여,30,2,2,2,3,3,3,3,3,4,0
198,d000119,남,50,11,4,3,3,3,3,5,3,3,2
199,b001747,여,30,1,4,4,2,1,6,4,4,6,1
200,d002595,여,30,2,4,2,1,2,4,3,4,1,0
201,d009783,여,20,4,1,1,1,4,4,1,4,4,0
202,a004804,여,20,5,3,3,2,2,2,6,3,3,1
203,d002271,여,20,6,3,2,2,2,2,4,4,4,1
204,d009189,남,30,4,3,2,6,4,6,6,7,1,3
205,a004548,여,30,5,3,2,2,2,3,5,7,2,0
206,d009694,여,20,3,4,2,2,1,3,2,2,3,1
207,b010046,여,40,6,4,4,2,5,4,5,2,6,3
208,d009480,여,30,4,4,1,6,2,2,3,6,2,3
209,d000212,남,50,9,3,2,1,2,2,2,3,1,2
210,d000499,여,40,4,2,2,2,2,1,4,5,6,2
211,d000308,여,20,2,4,2,4,4,4,2,3,4,0
212,a001832,남,50,6,1,6,3,1,2,6,3,4,2
213,c005544,남,30,4,2,2,2,4,6,3,5,3,0
214,d000605,남,30,5,4,1,3,4,2,3,6,4,2
215,d000583,남,20,3,2,2,2,5,2,3,6,6,0
216,d001238,여,20,2,2,2,2,4,4,4,3,4,1
217,d004615,여,20,4,2,2,2,4,5,3,7,4,0
218,d004042,여,50,4,1,6,2,3,3,3,3,3,2
219,d001389,여,30,1,2,2,2,2,1,2,6,2,0
220,d003583,남,30,3,3,5,3,3,5,3,2,6,3
221,c000396,남,60,4,6,4,5,4,4,4,6,3,3
222,a007611,여,40,6,2,2,1,6,6,2,6,6,0
223,d000431,남,30,5,7,1,1,1,7,7,4,1,3
224,b003295,여,50,4,4,4,7,4,4,2,1,4,3
225,d010551,여,30,3,6,1,1,6,6,7,1,7,1
226,c001068,남,20,2,5,5,1,5,5,2,4,7,0
227,d002162,남,30,5,2,1,4,4,2,4,2,3,2
228,d007567,남,20,1,1,1,1,7,2,2,4,6,0
229,d002158,여,30,4,2,3,2,4,4,3,2,6,1
230,d001280,남,30,7,1,1,1,2,1,5,7,7,2
231,d002494,여,30,5,3,3,4,3,4,5,3,6,1
232,d002220,여,20,3,2,1,2,3,4,5,2,7,1
233,d000480,여,20,2,4,2,4,4,2,3,5,5,0
234,d000766,여,40,4,1,6,1,7,7,1,1,7,0
235,d000560,여,20,5,2,1,4,1,2,2,1,6,1
236,d005584,남,50,5,1,1,3,7,2,2,2,4,2
237,d004467,여,30,2,1,7,1,7,7,1,1,7,0
238,b000232,남,40,7,1,1,4,1,1,4,3,1,2
239,d009590,여,30,5,4,1,1,3,6,5,4,4,1
240,d004375,여,20,5,1,1,2,4,5,6,2,5,1
241,d010521,여,20,2,1,1,1,1,1,1,1,7,1
242,d004972,남,40,2,1,4,1,4,4,4,5,7,0
243,d004201,여,30,4,4,4,4,4,4,4,4,2,3
244,d007674,여,40,3,1,4,3,3,1,1,5,4,0
245,d002303,남,20,5,2,2,1,2,2,6,6,6,1
246,d011027,여,30,2,1,4,3,3,1,3,2,7,1
247,c003571,남,20,4,1,1,1,1,1,1,3,6,2
248,d003453,여,20,3,2,2,2,6,1,2,6,5,0
249,d000743,여,50,5,2,2,1,4,3,3,1,6,2
250,d003547,남,40,12,1,7,1,1,7,4,4,5,2
251,d002978,남,30,4,1,1,1,4,2,3,4,3,2
252,d000210,남,30,7,2,2,5,2,2,5,5,2,2
253,d003586,여,20,2,6,1,1,3,4,1,2,7,1
254,b005132,여,30,5,2,4,2,4,5,2,5,4,0
255,c006707,남,40,4,1,1,1,4,1,3,2,2,2
256,d004993,여,20,3,1,1,1,2,6,1,7,7,0
257,d003574,남,20,3,7,5,2,7,4,3,6,5,3
258,d003223,남,20,2,2,4,1,5,3,2,2,5,0
259,d003158,여,20,4,3,6,2,1,2,2,6,2,3
260,d005226,여,20,4,3,1,1,4,6,3,3,6,1
261,d000740,여,40,7,4,2,3,1,6,5,3,6,1
262,d000145,여,20,2,2,1,4,5,6,4,5,5,0
263,d000175,여,30,6,6,1,2,1,6,7,1,2,1
264,d001062,여,20,3,3,4,2,2,2,2,2,2,0
265,d003133,남,50,12,2,1,2,3,3,2,2,4,2
266,d012361,남,30,4,1,1,1,3,4,3,2,7,1
267,d006060,여,30,4,2,1,1,2,3,1,4,2,0
268,d005246,여,30,2,3,3,3,5,3,4,3,3,3
269,d003507,여,30,4,2,7,7,2,6,2,4,2,3
270,d004802,여,30,4,4,2,2,4,5,3,2,7,1
271,a001658,남,30,2,4,2,5,2,5,3,6,6,3
272,d012453,여,20,4,2,4,3,2,2,3,6,3,0
273,d009756,여,30,4,2,1,3,4,5,3,1,6,1
274,d010389,여,30,5,4,3,3,5,3,3,6,6,3
275,c009359,남,30,7,2,3,1,2,2,2,1,3,2
276,d002247,여,30,3,4,2,1,1,4,1,1,7,1
277,d010557,여,30,4,4,3,3,3,5,5,5,6,3
278,a002792,남,30,5,2,1,2,2,2,2,4,6,2
279,d001502,남,30,4,1,2,1,4,3,1,6,4,0
280,d005520,여,50,4,2,1,2,2,2,2,2,2,2
281,d011291,여,30,5,2,1,2,4,2,6,1,7,1
282,a004595,여,30,5,1,7,1,5,6,6,1,1,3
283,d008001,남,20,5,5,2,3,3,3,3,4,5,1
284,d012454,여,60,3,4,4,3,3,3,4,5,4,3
285,d007863,여,20,4,5,2,6,4,5,5,4,5,3
286,d010086,여,20,5,2,1,2,5,6,6,2,6,1
287,d007397,남,40,6,3,3,4,3,7,5,4,6,3
288,d002910,남,30,6,1,6,1,4,5,2,3,5,2
289,d004960,여,30,2,4,2,4,4,5,4,3,2,3
290,d003562,여,20,3,7,1,1,4,2,5,7,5,1
291,d004238,여,40,4,6,6,1,2,6,6,6,7,3
292,d001370,여,20,4,3,2,3,3,5,2,7,7,0
293,a007277,남,40,12,2,3,1,1,6,3,2,2,2
294,d006189,남,20,2,4,3,4,6,6,3,6,3,3
295,d009367,여,20,3,4,2,5,2,2,4,5,2,3
296,d000854,여,30,4,4,1,4,3,6,4,1,3,1
297,d005567,여,20,1,2,2,1,3,2,2,6,4,0
298,d008062,남,30,4,3,3,3,4,5,5,5,5,3
299,d007798,남,20,4,6,1,1,7,4,7,7,1,3
300,d012256,여,20,4,2,3,2,4,4,5,5,5,0
301,a000007,여,30,4,3,1,1,1,1,3,2,6,1
302,d007504,남,20,4,4,1,1,4,4,5,1,5,1
303,d002613,남,20,4,4,1,5,1,1,4,1,6,1
304,d008987,여,20,1,2,1,1,1,6,7,1,7,1
305,d001066,여,20,4,4,1,1,3,5,2,5,6,0
306,d002493,남,20,3,2,1,1,5,7,6,6,6,0
307,d009638,여,40,5,3,1,2,4,3,4,3,4,2
308,d002090,여,40,5,2,2,6,4,2,4,2,3,2
309,c005974,여,20,4,2,5,1,3,3,6,1,6,1
310,c003313,여,20,4,3,5,2,2,3,4,1,6,1
311,d000116,남,30,4,4,1,5,2,2,6,6,4,3
312,d005540,여,30,1,7,1,7,4,2,6,1,4,3
313,a002963,여,30,4,4,3,4,3,6,4,1,6,1
314,a002295,남,40,5,7,4,6,6,4,5,5,3,3
315,d004098,여,30,6,3,3,3,3,3,3,4,5,2
316,d000029,여,20,4,1,1,4,3,6,4,6,5,0
317,a000839,남,40,3,2,7,2,2,2,2,6,6,2
318,d000771,남,30,8,1,1,1,2,1,1,2,7,2
319,d003286,남,20,1,4,1,1,6,6,7,2,7,1
320,a003119,여,40,7,2,1,4,5,3,3,4,4,2
321,d009488,여,40,4,1,7,4,5,5,1,6,2,3
322,d001368,남,40,7,4,2,2,2,3,3,4,4,2
323,a002101,남,20,3,4,4,4,4,4,4,7,1,3
324,d002137,여,20,1,6,4,5,2,6,4,5,5,3
325,d003432,여,40,3,1,1,1,4,3,3,1,7,1
326,d000754,여,20,2,5,2,3,4,5,3,6,4,0
327,d003135,여,40,11,1,4,2,3,4,4,4,7,2
328,d007104,여,40,3,3,2,5,4,3,2,5,4,3
329,d009194,여,20,1,1,2,2,4,5,2,5,6,0
330,c002516,남,50,5,6,3,6,4,5,7,6,1,3
331,d003777,여,30,4,3,2,3,5,6,4,3,7,1
332,b010058,남,50,6,2,2,2,1,1,3,2,5,2
333,d010801,여,40,6,1,1,1,1,1,1,7,7,0
334,c004042,남,20,4,1,1,1,1,1,4,1,2,2
335,a002823,남,30,4,2,2,2,3,4,3,6,7,0
336,d001193,여,50,3,1,1,1,3,3,3,2,2,2
337,d001825,여,30,5,2,2,4,3,3,5,6,6,1
338,a003485,남,30,4,4,1,4,2,2,4,3,4,2
339,a003097,여,40,5,2,1,2,2,6,4,3,2,2
340,a010446,여,30,1,3,4,2,4,4,2,2,6,1
341,d002631,여,30,3,6,6,5,1,2,4,5,6,3
342,d002924,여,30,4,3,5,3,3,6,2,6,7,3
343,d009826,여,40,4,2,4,1,4,2,6,1,6,1
344,d003343,남,30,2,6,6,2,6,6,6,2,2,3
345,d012463,여,40,4,2,2,2,2,2,2,6,5,0
346,d002537,여,40,5,2,4,2,4,1,5,6,6,3
347,d004829,여,30,5,5,2,4,2,3,4,2,5,1
348,b007113,여,30,4,1,2,2,3,6,2,6,3,0
349,d006110,남,20,2,2,3,2,4,1,1,6,6,0
350,d002706,남,20,4,4,4,4,3,2,4,4,4,3
351,d003259,여,20,4,2,2,2,1,2,2,2,5,1
352,a003101,남,30,4,6,2,2,4,4,6,3,5,1
353,d010850,남,40,7,2,2,1,2,2,1,1,7,2
354,d004166,여,20,4,1,1,1,4,1,1,4,1,0
355,d010311,여,20,2,2,2,1,4,6,4,2,7,1
356,d002917,여,40,4,2,2,6,3,4,3,2,2,3
357,c001522,남,50,6,1,1,1,1,1,4,2,2,2
358,d003747,남,30,6,7,2,2,4,2,6,2,6,1
359,d006977,여,20,4,4,4,3,5,2,5,1,2,3
360,d000122,여,20,4,4,2,2,5,4,4,1,5,1
361,c003698,여,30,4,2,1,1,1,4,3,2,5,1
362,a005765,여,30,3,1,3,3,4,1,3,3,7,1
363,b004713,남,60,7,1,2,3,4,3,2,3,2,2
364,d004461,여,30,4,4,2,2,4,6,5,5,6,1
365,a002495,여,30,3,2,2,2,3,6,5,2,6,1
366,d004720,여,40,4,2,1,2,3,4,1,4,1,0
367,d000327,남,40,12,2,6,1,2,3,2,7,1,2
368,d005004,여,20,4,2,1,3,4,4,5,6,7,1
369,d002566,여,30,4,3,3,3,6,4,2,6,5,0
370,d009956,남,20,4,3,2,3,1,3,6,3,7,1
371,d012273,남,40,4,3,5,5,5,3,3,5,3,3
372,d006724,남,20,2,4,1,4,3,2,4,3,6,1
373,a012121,남,20,2,2,2,1,4,5,6,2,6,1
374,d001874,여,40,5,1,2,6,3,2,6,5,2,3
375,d001884,남,20,4,2,1,1,1,4,2,1,7,1
376,d005572,여,20,4,2,2,1,4,4,2,6,2,0
377,d007441,남,40,4,1,1,1,2,4,1,1,5,2
378,c004480,남,20,5,4,4,3,4,3,4,4,3,3
379,d005240,여,40,1,1,7,1,4,1,7,7,4,3
380,d001883,여,30,5,4,1,1,4,7,7,4,7,1
381,d003862,여,30,4,4,7,1,6,7,1,5,2,3
382,d001818,여,30,2,4,2,4,3,6,4,5,4,3
383,d002155,남,20,3,5,2,3,2,5,4,6,6,1
384,d000224,여,30,3,3,2,2,2,5,6,2,7,1
385,d001242,여,20,6,1,1,1,4,3,1,7,1,0
386,a001459,여,20,4,2,1,5,2,2,5,7,6,1
387,d000654,남,30,4,1,1,1,2,6,1,6,4,0
388,d001658,여,30,3,3,4,2,4,4,2,5,3,0
389,b012228,여,30,3,4,4,4,3,4,4,3,6,3
390,d007634,남,20,4,4,1,1,2,4,2,1,7,1
391,c004244,남,30,5,3,6,3,6,6,3,4,4,3
392,d002683,여,30,4,2,2,3,4,5,3,5,5,0
393,d000339,남,30,6,4,4,2,4,2,2,2,6,2
394,d001737,여,20,4,6,1,4,2,4,4,5,6,1
395,d001431,남,20,2,7,3,1,3,1,1,7,7,0
396,c003209,남,30,4,3,3,3,3,3,3,3,3,2
397,d010040,여,20,1,4,2,5,2,2,5,6,4,3
398,d002026,여,30,4,2,2,2,3,5,6,3,7,1
399,d000546,여,20,3,2,1,2,6,4,2,6,5,0
400,a002621,여,30,4,2,3,2,2,3,2,3,7,1
401,d001276,여,20,4,5,3,3,3,6,5,5,7,1
402,d002252,여,20,4,3,3,2,4,5,4,5,4,0
403,d001212,여,20,1,4,2,1,4,7,1,5,6,0
404,d007947,여,30,1,1,2,1,2,6,3,3,7,1
405,d003212,남,20,6,1,2,4,5,1,2,6,1,0
406,d003422,여,30,4,4,4,4,4,5,4,5,5,3
407,a007172,여,40,4,6,4,5,4,5,3,6,3,3
408,d005333,여,30,1,2,1,6,1,1,4,2,5,1
409,d002949,여,40,2,4,3,2,3,2,3,6,3,0
410,d010444,여,30,4,4,1,4,5,6,3,3,7,1
411,d000302,남,40,9,2,2,4,4,6,4,2,5,2
412,a003559,여,20,5,2,4,3,5,2,5,4,4,3
413,b002997,남,30,4,4,2,5,2,1,2,6,3,2
414,d004163,여,40,4,4,5,1,1,4,6,3,6,1
415,d000293,여,20,4,2,2,1,6,3,2,2,7,0
416,d000475,여,30,4,2,3,4,2,1,1,3,2,2
417,b015036,남,30,5,1,1,4,6,4,4,7,7,0
418,a012239,여,30,3,7,2,3,1,3,5,7,7,1
419,d004943,여,20,4,6,4,1,3,3,5,7,7,1
420,a006124,남,20,4,2,1,3,3,6,4,6,6,0
421,d000856,여,30,5,2,2,4,2,2,3,5,3,2
422,d009073,여,20,4,2,3,1,6,1,1,3,7,0
423,d001015,남,20,1,2,2,2,2,5,3,3,5,1
424,d007188,남,20,4,4,1,1,2,6,2,2,7,1
425,d007127,남,20,1,1,1,5,2,1,3,6,7,0
426,d010075,여,30,2,1,5,2,1,2,2,6,7,0
427,d004356,여,40,4,1,4,2,2,3,5,5,3,2
428,b009828,남,20,4,2,3,4,5,4,5,1,7,1
429,d002811,여,20,4,2,2,1,4,6,2,2,7,1
430,d004242,여,30,4,2,4,2,6,2,2,6,3,0
431,d002885,여,40,1,1,1,7,1,1,1,7,7,0
432,d001281,여,20,5,2,2,3,4,2,1,6,5,0
433,d001272,남,20,3,2,4,3,3,3,2,6,3,0
434,d002413,여,20,3,6,1,1,3,6,4,6,7,1
435,d007572,여,40,5,2,6,2,2,3,2,5,6,2
436,d003357,남,20,4,6,6,5,4,5,6,5,4,3
437,b015013,남,30,4,4,1,5,6,4,5,5,4,3
438,d006712,남,30,10,2,1,7,1,1,5,6,7,2
439,d000684,남,30,4,3,2,2,4,4,4,5,3,0
440,d004883,여,20,5,5,2,2,2,3,5,2,6,1
441,a001388,여,20,3,7,1,1,2,3,1,1,3,1
442,d002522,여,20,5,2,1,2,2,2,4,5,7,1
443,d001340,여,20,4,4,5,2,4,4,2,4,6,0
444,d006006,여,20,5,6,1,7,1,1,7,7,7,3
445,a000606,남,30,6,1,4,4,2,3,6,2,3,2
446,d010310,남,20,2,3,2,3,3,3,3,5,6,0
447,d001411,남,60,3,2,2,2,3,2,2,1,7,2
448,d000799,여,20,4,2,3,1,2,2,4,2,7,1
449,b004150,여,30,3,2,2,4,5,3,4,3,4,3
450,b002876,여,20,4,2,2,1,2,3,2,2,6,1
451,d000892,여,30,4,2,3,4,3,5,4,5,6,3
452,d003913,남,40,4,4,2,3,3,1,3,5,2,2
453,d009059,여,20,5,4,4,4,4,4,4,4,4,3
454,d001158,남,40,5,1,1,4,5,5,6,6,7,2
455,b000313,여,40,7,1,1,1,4,4,4,7,1,0
456,d004219,여,30,1,1,4,2,6,6,1,6,6,0
